scenario,region,sector,subsector,GHG,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM10,0.00E+00,0.00E+00,0.00E+00,4.17E-06,5.68E-07,5.41E-08,1.48E-08,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM2.5,0.00E+00,0.00E+00,0.00E+00,2.16E-06,2.94E-07,2.80E-08,7.65E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,SO2_1,0.00E+00,0.00E+00,0.00E+00,1.03E-04,1.36E-05,1.29E-06,3.53E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,BC,0.00E+00,0.00E+00,0.00E+00,2.48E-08,3.38E-09,3.22E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO,0.00E+00,0.00E+00,0.00E+00,1.40E-04,1.90E-05,1.81E-06,4.95E-07,6.07E-09,9.05E-10,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO2,0,0,0,4.49E-02,6.11E-03,5.82E-04,1.59E-04,1.95E-06,2.90E-07,3.96E-08,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NH3,0.00E+00,0.00E+00,0.00E+00,7.31E-09,9.96E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NMVOC,0.00E+00,0.00E+00,0.00E+00,1.46E-06,1.99E-07,1.89E-08,5.18E-09,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NOx,0.00E+00,0.00E+00,0.00E+00,2.34E-04,2.53E-05,2.41E-06,6.57E-07,8.06E-09,1.20E-09,1.05E-10,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM10,0,0.00E+00,0.00E+00,8.00E-06,1.09E-06,1.04E-07,2.83E-08,3.47E-10,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM2.5,0.00E+00,0.00E+00,0.00E+00,4.14E-06,5.64E-07,5.37E-08,1.47E-08,1.15E-10,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,SO2_1,0.00E+00,0.00E+00,0.00E+00,1.98E-04,2.60E-05,2.47E-06,6.76E-07,8.29E-09,1.24E-09,1.08E-10,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,BC,0.00E+00,0.00E+00,0.00E+00,1.78E-08,2.43E-09,1.47E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO,0.00E+00,0.00E+00,0.00E+00,1.00E-04,1.37E-05,1.30E-06,3.55E-07,4.35E-09,6.49E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO2,0.00E+00,0.00E+00,0.00E+00,3.22E-02,4.38E-03,4.17E-04,1.14E-04,1.40E-06,2.08E-07,2.84E-08,7.28E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NH3,0.00E+00,0.00E+00,0.00E+00,5.24E-09,7.14E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NMVOC,0.00E+00,0.00E+00,0.00E+00,1.05E-06,1.43E-07,1.36E-08,3.71E-09,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NOx,0,0,0,1.68E-04,1.81E-05,1.72E-06,4.71E-07,5.78E-09,8.61E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM10,0.00E+00,0.00E+00,0.00E+00,5.73E-06,7.81E-07,7.43E-08,2.03E-08,1.59E-10,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,PM2.5,0.00E+00,0.00E+00,0.00E+00,2.97E-06,4.04E-07,3.85E-08,1.05E-08,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,SO2_1,0.00E+00,0.00E+00,0.00E+00,1.42E-04,1.86E-05,1.77E-06,4.85E-07,5.94E-09,8.85E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,BC,0.00E+00,0.00E+00,0.00E+00,5.25E-09,1.17E-09,1.19E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO,0.00E+00,0.00E+00,0.00E+00,2.95E-05,6.58E-06,1.05E-06,4.02E-07,5.54E-09,8.50E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,CO2,0.00E+00,0.00E+00,0.00E+00,9.48E-03,2.11E-03,3.37E-04,1.29E-04,1.78E-06,2.73E-07,3.75E-08,9.61E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,MTC
"UpdatedNZ_HeavyElec_NoInd,date=2025-3-10T01:25:51-06:00",AK,base load generation,coal,NH3,0.00E+00,0.00E+00,0.00E+00,1.54E-09,3.44E-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Tg
